patient_id,frame,slice_idx,dice_mean,dice_rv,dice_myo,dice_lv,pred_label
3468761,sa_ED,3,94.65370682409485,96.56274980016262,88.79837067212057,98.6000000000014,
3468761,sa_ED,4,93.89769023677303,96.85681024447398,87.20379146922464,97.63246899662047,
3468761,sa_ED,5,92.6840836388824,94.000000000012,87.32394366200754,96.7283072546277,
3468761,sa_ED,6,86.19970461728826,89.21568627456267,74.3421052632423,95.04132231405983,
3468761,sa_ES,3,96.00621952618478,94.48275862069599,94.89953632149165,98.63636363636672,
3468761,sa_ES,4,95.21944116219527,95.52669552670197,94.05772495756527,96.07390300231854,
3468761,sa_ES,5,93.93967185359907,93.16455696204262,93.75000000001221,94.90445859874235,
3468761,sa_ES,6,88.48851634256778,83.92857142871493,89.81723237600569,91.71974522298268,
2318344,sa_ED,3,96.01301922657325,96.23745819398151,92.68897149938948,99.11262798634873,
2318344,sa_ED,4,97.00765648165691,96.57089898053913,95.16129032258715,99.29078014184446,
2318344,sa_ED,5,95.80492812390503,96.13445378151478,92.1739130434896,99.10641754671072,
2318344,sa_ED,6,94.70176183352105,95.8748221906146,89.51486697967212,98.71559633027641,
2318344,sa_ES,3,90.33843345860822,83.41968911921394,91.22098890010977,96.37462235650095,
2318344,sa_ES,4,90.62787372001385,81.01045296168901,92.53731343284325,98.33585476550932,
2318344,sa_ES,5,95.31748044866318,93.25946445060642,93.68635437882517,99.00662251655794,
2318344,sa_ES,6,95.99371988817164,95.72649572650181,93.59823399559205,98.65642994242101,
1391765,sa_ED,3,97.2474560793565,98.81453154875763,93.72294372295052,99.20489296636134,
1391765,sa_ED,4,95.1320975091782,98.22097378277238,88.78822197056763,98.38709677419455,
1391765,sa_ED,5,95.47052894370523,95.25641025641329,92.76807980050778,98.38709677419463,
1391765,sa_ED,6,95.14301707724876,93.62992922144223,93.18801089919184,98.61111111111218,
1391765,sa_ES,3,85.6312398049701,64.57725947524447,94.73684210526777,97.579617834398,
1391765,sa_ES,4,96.9789407896966,97.6656151419573,94.94584837545582,98.32535885167665,
1391765,sa_ES,5,95.64689003132794,96.14855570839329,93.98496240602068,96.80715197956985,
